agency,section,program,line_item,value_label,fiscal_year,amount,page
General Fund / Statewide,General Table,General Table,Department of Emergency Services and Public Protection Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Emergency Services and Public Protection Law Enforcement Training Partnerships,millioni,,-6692.0,357
General Fund / Statewide,General Table,General Table,Department of Emergency Services and Public Protection Law Enforcement Training Partnerships,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Consumer Protection Personal Services,millioni,,-1500000.0,357
General Fund / Statewide,General Table,General Table,Department of Consumer Protection Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Commission on Human Rights and Opportunities Personal Services,millioni,,-100000.0,357
General Fund / Statewide,General Table,General Table,Commission on Human Rights and Opportunities Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Agriculture Personal Services,millioni,,-50000.0,357
General Fund / Statewide,General Table,General Table,Department of Agriculture Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Energy and Environmental Protection Personal Services,millioni,,-50000.0,357
General Fund / Statewide,General Table,General Table,Department of Energy and Environmental Protection Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Economic and Community Development Personal Services,millioni,,-200000.0,357
General Fund / Statewide,General Table,General Table,Department of Economic and Community Development Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Office of Health Strategy Personal Services,millioni,,-200000.0,357
General Fund / Statewide,General Table,General Table,Office of Health Strategy Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Developmental Services Personal Services,millioni,,-500000.0,357
General Fund / Statewide,General Table,General Table,Department of Developmental Services Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Mental Health and Addiction Services Personal Services,millioni,,-500000.0,357
General Fund / Statewide,General Table,General Table,Department of Mental Health and Addiction Services Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Social Services Personal Services,millioni,,-3500000.0,357
General Fund / Statewide,General Table,General Table,Department of Social Services Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Aging and Disability Services Personal Services,millioni,,-100000.0,357
General Fund / Statewide,General Table,General Table,Department of Aging and Disability Services Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Education Personal Services,millioni,,-800000.0,357
General Fund / Statewide,General Table,General Table,Department of Education Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Office of Early Childhood Personal Services,millioni,,-500000.0,357
General Fund / Statewide,General Table,General Table,Office of Early Childhood Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Office of Higher Education Personal Services,millioni,,-100000.0,357
General Fund / Statewide,General Table,General Table,Office of Higher Education Personal Services,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Office of Higher Education CT Loan Forgiveness,millioni,,-4500000.0,357
General Fund / Statewide,General Table,General Table,Office of Higher Education CT Loan Forgiveness,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Department of Correction Other Expenses,millioni,,-320000.0,357
General Fund / Statewide,General Table,General Table,Department of Correction Other Expenses,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Targeted Savings Subtotal,millioni,,-20626692.0,357
General Fund / Statewide,General Table,General Table,Targeted Savings Subtotal,FY 2026,2026,0.0,357
General Fund / Statewide,General Table,General Table,Agency TOTAL HOLDBACKS,millioni,,0.0,357
General Fund / Statewide,General Table,General Table,Agency TOTAL HOLDBACKS,FY 2026,2026,-37310969.0,357
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund General Fund,60 million in,,24130780244.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund General Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund General Fund,Policy,,25455622254.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund General Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Special Transportation Fund,60 million in,,2291210908.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Special Transportation Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Special Transportation Fund,Policy,,2417174959.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Special Transportation Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Municipal Revenue Sharing Fund,60 million in,,559409674.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Municipal Revenue Sharing Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Municipal Revenue Sharing Fund,Policy,,559409674.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Municipal Revenue Sharing Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Banking Fund,60 million in,,36301539.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Banking Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Banking Fund,Policy,,36595890.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Banking Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Insurance Fund,60 million in,,118397912.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Insurance Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Insurance Fund,Policy,,120109550.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Insurance Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,60 million in,,37235150.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,Policy,,37519262.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Consumer Counsel and Public Utility Control Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Workers' Compensation Fund,60 million in,,27287983.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Workers' Compensation Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Workers' Compensation Fund,Policy,,27437125.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Workers' Compensation Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,60 million in,,52541796.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,Policy,,52541796.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Mashantucket Pequot and Mohegan Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Criminal Injuries Compensation Fund,60 million in,,2934088.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Criminal Injuries Compensation Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Criminal Injuries Compensation Fund,Policy,,2934088.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Criminal Injuries Compensation Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Tourism Fund,60 million in,,17884502.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Tourism Fund,FY 2026,2026,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Tourism Fund,Policy,,18709502.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Tourism Fund,FY 2027,2027,0.0,358
General Fund / Statewide,General Table,General Table,Gross Appropriations by Fund Cannabis Social Equity and Innovation Fund,60 million in,,0.0,358
